Modelo,n,Accuracy,F1_macro,F1_weighted,F1_binary,mean_disparity,max_disparity,mean_abs_spd,max_abs_spd,mean_abs_eod,max_abs_eod,mean_di,min_di
LAMDA clásico,1056,0.6117424242424242,0.5984686609686609,0.6027549803591469,0.6714743589743589,0.26328304965131416,0.26328304965131416,0.3329779554667111,0.33297795546671116,0.31711647292489986,0.3694991055456172,1.440325834365198,0.3130255470271509
