feature,w_j,D_j
age_cat_Less than 25,0.834398100680677,0.03969373832088785
priors_count,0.9187037332734947,0.0176980377421202
juv_misd_count,0.9961279972967539,0.0007774106768916877
juv_fel_count,0.9999157668608227,1.6848046999362598e-05
age,1.0,0.0
juv_other_count,1.0,0.0
age_cat_25 - 45,1.0,0.0
age_cat_Greater than 45,1.0,0.0
sex_Female,1.0,0.0
sex_Male,1.0,0.0
race_African-American,1.0,0.0
race_Caucasian,1.0,0.0
c_charge_degree_F,1.0,0.0
c_charge_degree_M,1.0,0.0
