Dataset,dataset,Tarea,Semilla,Propuesta,Config,Accuracy,F1_macro,Acc_trivial,F1_trivial,Supera trivial,D_g,|SPD|,|EOD|,DI_min,Delta Acc,Delta D_g,Delta DI_min,lambda,modo,eta,w_min,atenuados,modo_sensible
Communities and Crime,communities,multiclass,21,Fair-GAD,lambda=0.2,0.5112781954887218,0.5117706133600487,0.3408521303258145,0.16947040498442367,True,0.0700857987950486,0.18755980861244023,0.10114790198745426,0.37446808510638296,-0.04761904761904767,-0.05126036426114983,0.09030141843971629,0.2,directional,,,,por defecto del cargador
Communities and Crime,communities,multiclass,21,Fair-GAD,lambda=0.3,0.5112781954887218,0.5128326996197718,0.3408521303258145,0.16947040498442367,True,0.06482039270481926,0.18405103668261566,0.1013731466156839,0.3861702127659575,-0.04761904761904767,-0.056525770351379165,0.1020035460992908,0.3,directional,,,,por defecto del cargador
Communities and Crime,communities,multiclass,21,Fair-GAD,lambda=0.5,0.5112781954887218,0.5139141810492447,0.3408521303258145,0.16947040498442367,True,0.06291974178610077,0.18405103668261566,0.10458938863789606,0.3861702127659575,-0.04761904761904767,-0.05842642127009766,0.1020035460992908,0.5,directional,,,,por defecto del cargador
Communities and Crime,communities,multiclass,21,Fair-GAD,lambda=0.8,0.5137844611528822,0.5173046122033202,0.3408521303258145,0.16947040498442367,True,0.06118403313758771,0.174481658692185,0.1153638132182908,0.3989010989010989,-0.045112781954887216,-0.06016212991861072,0.11473443223443225,0.8,directional,,,,por defecto del cargador
Communities and Crime,communities,multiclass,21,Fair-GAD,lambda=1.2,0.5012531328320802,0.505652613735783,0.3408521303258145,0.16947040498442367,True,0.05210577586854098,0.15534290271132378,0.12174955710403469,0.42705882352941177,-0.057644110275689275,-0.06924038718765745,0.1428921568627451,1.2,directional,,,,por defecto del cargador
Student Performance,student,multiclass,21,Fair-GAD,lambda=0.1,0.5230769230769231,0.4886817257458215,0.46153846153846156,0.21052631578947367,True,0.031012909713099474,0.08950031625553449,0.11688034188034187,0.6216577540106951,0.0,0.0,0.0,0.1,directional,,,,por defecto del cargador
Student Performance,student,multiclass,21,Fair-GAD,lambda=0.2,0.5230769230769231,0.4886817257458215,0.46153846153846156,0.21052631578947367,True,0.031012909713099474,0.08950031625553449,0.11688034188034187,0.6216577540106951,0.0,0.0,0.0,0.2,directional,,,,por defecto del cargador
Student Performance,student,multiclass,21,Fair-GAD,lambda=0.3,0.5230769230769231,0.4886817257458215,0.46153846153846156,0.21052631578947367,True,0.031012909713099474,0.08950031625553449,0.11688034188034187,0.6216577540106951,0.0,0.0,0.0,0.3,directional,,,,por defecto del cargador
Student Performance,student,multiclass,21,Fair-GAD,lambda=0.5,0.5230769230769231,0.4886817257458215,0.46153846153846156,0.21052631578947367,True,0.031012909713099474,0.08950031625553449,0.11688034188034187,0.6216577540106951,0.0,0.0,0.0,0.5,directional,,,,por defecto del cargador
Student Performance,student,multiclass,21,Fair-GAD,lambda=0.8,0.5230769230769231,0.4886817257458215,0.46153846153846156,0.21052631578947367,True,0.031012909713099474,0.08950031625553449,0.11688034188034187,0.6216577540106951,0.0,0.0,0.0,0.8,directional,,,,por defecto del cargador
Student Performance,student,multiclass,21,Fair-GAD,lambda=1.2,0.5230769230769231,0.4886817257458215,0.46153846153846156,0.21052631578947367,True,0.031012909713099474,0.08950031625553449,0.11688034188034187,0.6216577540106951,0.0,0.0,0.0,1.2,directional,,,,por defecto del cargador
OULAD,oulad,multiclass,7,Fair-GAD,lambda=0.1,0.31332380498650153,0.2921803904758806,0.37573447673495314,0.1365577744430336,True,0.015453100650310279,0.0689184922889047,0.08428876702533587,0.3736784303009921,0.028426234714943655,-0.03714218806831289,0.12614118440848304,0.1,directional,,,,disability
OULAD,oulad,multiclass,7,Fair-GAD,lambda=0.2,0.31951723042718755,0.2953902340803108,0.37573447673495314,0.1365577744430336,True,0.009651715750535687,0.06772910094272416,0.07068142157337887,0.41809239922863467,0.03461966015562967,-0.04294357296808748,0.1705551533361256,0.2,directional,,,,disability
OULAD,oulad,multiclass,7,Fair-GAD,lambda=0.3,0.31252977608384946,0.2919966855627444,0.37573447673495314,0.1365577744430336,True,0.0166782315474283,0.07093993718255913,0.08467635333346447,0.366937564499484,0.027632205812291588,-0.035917057171194866,0.11940031860697492,0.3,directional,,,,disability
OULAD,oulad,multiclass,7,Fair-GAD,lambda=0.5,0.3104653009369541,0.2912557379385564,0.37573447673495314,0.1365577744430336,True,0.019522222155967054,0.07559804932880626,0.09033942594285621,0.352293218928345,0.02556773066539625,-0.033073066562656114,0.10475597303583589,0.5,directional,,,,disability
OULAD,oulad,multiclass,7,Fair-GAD,lambda=0.8,0.3104653009369541,0.29138470402974315,0.37573447673495314,0.1365577744430336,True,0.01980608983474507,0.07577382714564579,0.09093447976526438,0.351763454689355,0.02556773066539625,-0.032789198883878094,0.10422620879684591,0.8,directional,,,,disability
OULAD,oulad,multiclass,7,Fair-GAD,lambda=1.2,0.3076067968874067,0.2902318902864956,0.37573447673495314,0.1365577744430336,True,0.023413794571198115,0.08060771710873245,0.09912453247516695,0.3377945088352651,0.022709226615848843,-0.02918149414742505,0.09025726294275599,1.2,directional,,,,disability
OULAD,oulad,multiclass,13,Fair-GAD,lambda=0.1,0.31380022232809274,0.29051210916714454,0.37573447673495314,0.1365577744430336,True,0.016684114571207675,0.1092742938399232,0.09433554940680247,0.2837841935363487,0.013974908686676168,-0.013911619638913662,0.049792809418034156,0.1,directional,,,,disability
OULAD,oulad,multiclass,13,Fair-GAD,lambda=0.2,0.31380022232809274,0.29051210916714454,0.37573447673495314,0.1365577744430336,True,0.016684114571207675,0.1092742938399232,0.09433554940680247,0.2837841935363487,0.013974908686676168,-0.013911619638913662,0.049792809418034156,0.2,directional,,,,disability
OULAD,oulad,multiclass,13,Fair-GAD,lambda=0.3,0.32936318882007304,0.293812739716699,0.37573447673495314,0.1365577744430336,True,0.016617051951975083,0.10927429383992321,0.08739094855581073,0.3817877438567094,0.02953787517865647,-0.013978682258146254,0.14779635973839483,0.3,directional,,,,disability
OULAD,oulad,multiclass,13,Fair-GAD,lambda=0.5,0.331268858186438,0.2949057367193111,0.37573447673495314,0.1365577744430336,True,0.016853885703241457,0.10812568101080144,0.08862336679987107,0.3972978709508882,0.03144354454502141,-0.01374184850687988,0.16330648683257365,0.5,directional,,,,disability
OULAD,oulad,multiclass,13,Fair-GAD,lambda=0.8,0.3415912339209147,0.2995309525522137,0.37573447673495314,0.1365577744430336,True,0.024747351830153797,0.10547503602052047,0.10272244963297197,0.505173451805103,0.04176592027949816,-0.005848382379967539,0.27118206768678843,0.8,directional,,,,disability
OULAD,oulad,multiclass,13,Fair-GAD,lambda=1.2,0.3333333333333333,0.29614985857566495,0.37573447673495314,0.1365577744430336,True,0.018294218534027986,0.10812568101080146,0.09073710744288066,0.4150228031695894,0.033508019691916746,-0.01230151567609335,0.18103141905127484,1.2,directional,,,,disability
OULAD,oulad,multiclass,21,Fair-GAD,lambda=0.1,0.32904557725901223,0.2950712360295824,0.37573447673495314,0.1365577744430336,True,0.0,0.0517478553385977,0.0503283477771905,0.48206772529858855,0.04764173415912337,-0.05710752048441608,0.26836504974292896,0.1,directional,,,,disability
OULAD,oulad,multiclass,21,Fair-GAD,lambda=0.2,0.32888677147848183,0.29474352729336173,0.37573447673495314,0.1365577744430336,True,0.0,0.05419085208126871,0.054221083544757034,0.48487370740160707,0.04748292837859297,-0.05710752048441608,0.2711710318459475,0.2,directional,,,,disability
OULAD,oulad,multiclass,21,Fair-GAD,lambda=0.3,0.32936318882007304,0.29513194571387036,0.37573447673495314,0.1365577744430336,True,0.0,0.05392690698184939,0.05378955304993539,0.48657303114250056,0.04795934572018418,-0.05710752048441608,0.27287035558684103,0.3,directional,,,,disability
OULAD,oulad,multiclass,21,Fair-GAD,lambda=0.5,0.33206288708909004,0.2963531507533176,0.37573447673495314,0.1365577744430336,True,0.0,0.05392690698184939,0.05426357395388018,0.5167574623548145,0.05065904398920118,-0.05710752048441608,0.3030547867991549,0.5,directional,,,,disability
OULAD,oulad,multiclass,21,Fair-GAD,lambda=0.8,0.3460377957757662,0.29564080818399446,0.37573447673495314,0.1365577744430336,True,0.002773663311394413,0.0539269069818494,0.06471905842971407,0.7514448976806282,0.06463395267587735,-0.054333857173021666,0.5377422221249686,0.8,directional,,,,disability
OULAD,oulad,multiclass,21,Fair-GAD,lambda=1.2,0.3460377957757662,0.29564080818399446,0.37573447673495314,0.1365577744430336,True,0.002773663311394413,0.0539269069818494,0.06471905842971407,0.7514448976806282,0.06463395267587735,-0.054333857173021666,0.5377422221249686,1.2,directional,,,,disability
