Dataset,dataset,Tarea,Semilla,Propuesta,Config,Accuracy,F1_macro,Acc_trivial,F1_trivial,Supera trivial,D_g,|SPD|,|EOD|,DI_min,Delta Acc,Delta D_g,Delta DI_min,lambda,modo,eta,w_min,atenuados,modo_sensible
Adult,adult,binary,21,Fair-MAD,"symmetric, eta=20",0.7271068347710683,0.6781501391953276,0.7509953550099535,0.42889625769777356,True,0.017649010650948888,0.11177758972253168,0.07477143838795636,0.7176611155393701,-0.02504976775049772,-0.052866750235152984,0.17366797668659784,,symmetric,20,0.6372769865547236,19,por defecto del cargador
Adult,adult,binary,21,Fair-MAD,"symmetric, eta=50",0.7198075646980756,0.672211734650759,0.7509953550099535,0.42889625769777356,True,0.009354122009361093,0.10086335295101173,0.07303199599106175,0.748750842558928,-0.03234903782349041,-0.061161638876740775,0.20475770370615576,,symmetric,50,0.41272156946785643,29,por defecto del cargador
Adult,adult,binary,21,Fair-MAD,"directional, eta=10",0.7470139349701393,0.6923471113871327,0.7509953550099535,0.42889625769777356,True,0.06219290900545171,0.16479644229654322,0.05530977098610068,0.567396293021424,-0.005142667551426672,-0.008322851880650156,0.023403154168651796,,directional,10,0.9344304654475459,8,por defecto del cargador
Adult,adult,binary,21,Fair-MAD,"directional, eta=20",0.7448573324485733,0.6904072664128765,0.7509953550099535,0.42889625769777356,True,0.05488663285290862,0.15712024353510268,0.06047184082331919,0.5872855453403039,-0.007299270072992692,-0.015629128033193246,0.04329240648753163,,directional,20,0.8769305382215271,12,por defecto del cargador
Adult,adult,binary,21,Fair-MAD,"directional, eta=50",0.7274386197743862,0.6784432555983855,0.7509953550099535,0.42889625769777356,True,0.017896388682517167,0.11206740264457493,0.07489655322512878,0.7167564731940469,-0.024717982747179845,-0.0526193722035847,0.17276333434127467,,directional,50,0.7402730326715238,21,por defecto del cargador
Adult,adult,binary,21,Fair-MAD,"directional, eta=100",0.7274386197743862,0.678639493068282,0.7509953550099535,0.42889625769777356,True,0.016097594400859602,0.10839848892413681,0.07797677245711765,0.7256949105063816,-0.024717982747179845,-0.05441816648524227,0.18170177165360935,,directional,100,0.5876456183528666,27,por defecto del cargador
Adult,adult,binary,21,Fair-MAD,"directional, eta=200",0.7216323822163239,0.6732293558159645,0.7509953550099535,0.42889625769777356,True,0.008095485308697132,0.09531449890999846,0.07239459836922835,0.7592452175612774,-0.030524220305242156,-0.06242027557740474,0.21525207870850516,,directional,200,0.4160751904685106,35,por defecto del cargador
Dutch Census,dutch,binary,21,Fair-MAD,"symmetric, eta=5",0.723353194306521,0.7232883384072033,0.5239159218801721,0.34379581862612,True,0.04072121629497132,0.15402060928804354,0.019707641853229096,0.7138120919844112,0.0019033432638199121,-0.003691942050782944,0.005649307848871965,,symmetric,5,0.936463522449663,11,por defecto del cargador
Dutch Census,dutch,binary,21,Fair-MAD,"symmetric, eta=10",0.7103608076795763,0.7099762890153002,0.5239159218801721,0.34379581862612,True,0.027538179771037074,0.13774935314676262,0.012375760717891537,0.7293195940617228,-0.011089043363124773,-0.016874978574717193,0.021156809926183517,,symmetric,10,0.8805184798236882,12,por defecto del cargador
Dutch Census,dutch,binary,21,Fair-MAD,"symmetric, eta=20",0.7046507778881165,0.7041663335538308,0.5239159218801721,0.34379581862612,True,0.023809547898852534,0.1332389055763429,0.011427139675302511,0.7348894202517718,-0.01679907315458462,-0.020603610446901732,0.026726636116232605,,symmetric,20,0.7865413264571012,14,por defecto del cargador
Dutch Census,dutch,binary,21,Fair-MAD,"symmetric, eta=50",0.6828864614366104,0.6821542255729997,0.5239159218801721,0.34379581862612,True,0.004848721292293487,0.10519002115968137,0.009010441837243033,0.7812877145656019,-0.03856338960609074,-0.03956443705346078,0.07312493043006263,,symmetric,50,0.5957797831157541,15,por defecto del cargador
Dutch Census,dutch,binary,21,Fair-MAD,"directional, eta=10",0.723353194306521,0.7232869281998332,0.5239159218801721,0.34379581862612,True,0.04099977997769018,0.15434993581529532,0.02005894662680907,0.713200165630374,0.0019033432638199121,-0.003413378368064088,0.005037381494834792,,directional,10,0.9618137789836914,10,por defecto del cargador
Dutch Census,dutch,binary,21,Fair-MAD,"directional, eta=20",0.7188017212843429,0.7186694705741405,0.5239159218801721,0.34379581862612,True,0.03984195701729694,0.1527966333635604,0.02111369294869081,0.7123518436741743,-0.002648129758358153,-0.004571201328457328,0.0041890595386350205,,directional,20,0.9264366637828672,11,por defecto del cargador
Dutch Census,dutch,binary,21,Fair-MAD,"directional, eta=50",0.7060575968222443,0.7055330848257495,0.5239159218801721,0.34379581862612,True,0.029084758947604705,0.13934503358366296,0.015027588319103447,0.7234721040371747,-0.015392254220456758,-0.015328399398149561,0.015309319901635421,,directional,50,0.8343682910929853,14,por defecto del cargador
Dutch Census,dutch,binary,21,Fair-MAD,"directional, eta=100",0.7007613373055279,0.7005186398356407,0.5239159218801721,0.34379581862612,True,0.018310797003360746,0.12723807878103052,0.01065620097533826,0.7512754173812116,-0.020688513737173175,-0.02610236134239352,0.04311263324567238,,directional,100,0.7158078188138453,15,por defecto del cargador
Dutch Census,dutch,binary,21,Fair-MAD,"directional, eta=200",0.6901688182720953,0.6894632540808208,0.5239159218801721,0.34379581862612,True,0.00041757194608179243,0.09658676969164853,0.022404204295800256,0.7974945683235093,-0.03128103277060579,-0.04399558639967247,0.08933178418797005,,directional,200,0.557399296850323,15,por defecto del cargador
COMPAS,compas,binary,21,Fair-MAD,"symmetric, eta=5",0.6316287878787878,0.6214694523717594,0.5293560606060606,0.3461300309597523,True,0.2875640874146236,0.35888893516012155,0.3377906672569133,0.2877097280767006,0.0,0.0014793341268045102,-0.0039844050808471865,,symmetric,5,0.84951714076477,2,por defecto del cargador
COMPAS,compas,binary,21,Fair-MAD,"symmetric, eta=10",0.6278409090909091,0.6170831153517184,0.5293560606060606,0.3461300309597523,True,0.28176512210252447,0.35272560696289507,0.33194271404053904,0.29127269684545226,-0.0037878787878787845,-0.0043196311852946034,-0.00042143631209551335,,symmetric,10,0.7384005193519151,2,por defecto del cargador
COMPAS,compas,binary,21,Fair-MAD,"symmetric, eta=20",0.6183712121212122,0.5923080681364222,0.5293560606060606,0.3461300309597523,True,0.3685831897140688,0.41394244784075296,0.4055113880108488,0.05071148887403304,-0.01325757575757569,0.08249843642624971,-0.24098264428351474,,symmetric,20,0.5852891751133236,4,por defecto del cargador
COMPAS,compas,binary,21,Fair-MAD,"symmetric, eta=50",0.5928030303030303,0.5372102978046842,0.5293560606060606,0.3461300309597523,True,0.24191392389674776,0.26539790946570607,0.25946199778455625,0.0689554419284149,-0.03882575757575757,-0.04417082939107131,-0.22273869122913287,,symmetric,50,0.36082939256335966,4,por defecto del cargador
COMPAS,compas,binary,21,Fair-MAD,"directional, eta=10",0.6316287878787878,0.6214694523717594,0.5293560606060606,0.3461300309597523,True,0.2875640874146236,0.35888893516012155,0.3377906672569133,0.2877097280767006,0.0,0.0014793341268045102,-0.0039844050808471865,,directional,10,0.731036790752383,2,por defecto del cargador
COMPAS,compas,binary,21,Fair-MAD,"directional, eta=20",0.6193181818181818,0.593939393939394,0.5293560606060606,0.3461300309597523,True,0.3641461576795322,0.41056927497605467,0.4017634428792025,0.06176246669204417,-0.012310606060606077,0.07806140439171311,-0.22993166646550361,,directional,20,0.5760898231130147,4,por defecto del cargador
COMPAS,compas,binary,21,Fair-MAD,"directional, eta=50",0.5928030303030303,0.5378979076772775,0.5293560606060606,0.3461300309597523,True,0.24461818673060257,0.2684795735643193,0.26255265058376387,0.06821795057089175,-0.03882575757575757,-0.041466566557216505,-0.22347618258665602,,directional,50,0.35216214643241595,4,por defecto del cargador
COMPAS,compas,binary,21,Fair-MAD,"directional, eta=100",0.5928030303030303,0.5365168539325842,0.5293560606060606,0.3461300309597523,True,0.23920697439128089,0.26231624536709275,0.2563713449853487,0.0697090533156107,-0.03882575757575757,-0.046877778896538186,-0.22198507984193708,,directional,100,0.2137116498871425,5,por defecto del cargador
COMPAS,compas,binary,21,Fair-MAD,"directional, eta=200",0.5918560606060606,0.5329596074338823,0.5293560606060606,0.3461300309597523,True,0.2297379506021874,0.25153042102194645,0.2456373982836324,0.07248157248157248,-0.03977272727272729,-0.056346802685631664,-0.21921256067597528,,directional,200,0.11964006252049969,5,por defecto del cargador
Communities and Crime,communities,multiclass,21,Fair-MAD,"symmetric, eta=5",0.5664160401002506,0.5578514914737824,0.3408521303258145,0.16947040498442367,True,0.12402572379251482,0.2676236044657097,0.1722938718274539,0.2889830508474577,0.007518796992481147,0.0026795607363163942,0.004816384180791,,symmetric,5,0.9490210994519632,10,por defecto del cargador
Communities and Crime,communities,multiclass,21,Fair-MAD,"symmetric, eta=10",0.5664160401002506,0.5574652238104479,0.3408521303258145,0.16947040498442367,True,0.12254044960741735,0.2711323763955343,0.16900434419091134,0.2796610169491526,0.007518796992481147,0.0011942865512189205,-0.004505649717514104,,symmetric,10,0.9029877754511462,19,por defecto del cargador
